hash_name	transcription	age	gender	first_language	socioeconomic_bkgd	ethnicity
6a47dc98d8b1e3d2a86b168c9b1c9afd	hey facebook delete this photo	31 - 45	male	English	Medium	Black or African American
c081a8db46332114ffc67eeba30356fd	like this song	18 - 22	male	English	Low	White
4bf14597b3c9160d134c403db070dcdf	send a text message to dad saying go straight take left at walnut avenue and then take right at fremont boulevard	31 - 45	male	English	Affluent	Native American, American Indian, or Alaska Native
e228d8db138e17f34703842819fa2f40	text you will not believe what i just heard today send	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
ce8688f309910e711b4c84c9035c33a7	call mom	46 - 65	female	English	Low	White
bf2468bb03aa76feebf504a4eaffb037	hey facebook please read the message from sam on whatsapp	31 - 45	male	English	Low	Black or African American
157c409d7e33e481f2a0771e7aee020b	hey facebook go to camera and take pictures	18 - 22	male	English	Low	Black or African American
dafe82866f241bfc77c84ae33df07013	search new year by chris brown featuring jordan spark on apple music	31 - 45	male	English	Medium	Black or African American
cf03cf036d9f1b39c32c98999a30895f	hey facebook open messenger app and call elliott	31 - 45	female	Cantonese	Medium	Asian, South Asian or Asian American
7a4eef00afe1867dce19ea7fe589e4fd	text sarah and say you should watch the vampire diaries	18 - 22	female	Mandarin	Low	Asian, South Asian or Asian American
adaacc37cc2dde13d0ab362e5ef8183f	hey facebook stop music hey facebook pause music hey facebook silence music	18 - 22	male	English	Low	White
f0bc91849980bda000c4a82f0d7078c8	play j on pandora	18 - 22	female	English	Low	Black or African American
36cf7807178528c20213695e66f303ad	hey facebook resume that music	31 - 45	male	English	Low	Black or African American
e21da3616eef6e4a916630aea86e3eab	hey facebook call family group	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
e1cb017914216e7e36ab97a479222067	hey facebook change the song	31 - 45	female	Filipino	Medium	Asian, South Asian or Asian American
dae17a03a3c55537697846feae52b78c	pause music	31 - 45	male	English	Medium	Black or African American
5e9817f373eb559c56e6dc11f0239a92	search meditation playlist	46 - 65	female	English	Medium	White
be8d4756a2b7399521caa32caeacef2b	i don't like this song that's playing can you unlike it	46 - 65	female	English	Low	White
63cdd529f27487ce9520f5dfbf354649	text mom i'm making the uh asian salad what noodles do i use	31 - 45	female	Mandarin	Low	Asian, South Asian or Asian American
5dcd6239af831954c90d76d1f5301077	thank you friend i i really appreciate your messages	31 - 45	male	English	Low	Black or African American
0d0bdb8cb065de8cc36f14af3f44b0c5	hey facebook capture my photo	31 - 45	male	English	Medium	Black or African American
353a080fe6c95de38265eea957d95ab6	find upcoming movies new release movies movies on demand find sitcoms cooking shows	46 - 65	female	English	Affluent	Native American, American Indian, or Alaska Native
df56ca38ac827ec0be6f4a0a53003a69	open whatsapp and call abigail	23 - 30	male	English	Low	Asian, South Asian or Asian American
c3b1847154270f93917ca8e6a027fa1d	reply to shelly hey shelly the weather currently in atlanta is hot steamy and everything that you know atlanta to be send	46 - 65	female	German	Medium	Black or African American
f16202b3c27f7bdc2a70038ce67bb628	hey facebook ignore the text message from messenger	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
704135d3fdf00666b65b50c400ea5e36	i can't wait to have you in my house i just feel so romantic with you and i love you so much i really appreciate you	31 - 45	male	English	Medium	Black or African American
47ddac6c84cfc5502c21372f67d56e45	hey facebook please mute notifications	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
9b0a615ce104cf81253d6d26afb8e5de	hello facebook	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
cb446f89f4c703188dd6290f6ef32de6	hey facebook take a picture in ten seconds	31 - 45	female	Mandarin	Affluent	Asian, South Asian or Asian American
60c9e1ea8a5432a6092c9167d94d28fe	set my online status to available	31 - 45	male	Spanish	Low	Native Hawaiian or Other Pacific Islander
5abfd5ecc4396f70327ed062ce3281d2	hey facebook text that photo to mum please no need to review it just send it	18 - 22	male	English	Low	White
7db28501f77c515285b4bd89204c52e3	hey facebook open messenger app and send a message to mom	31 - 45	female	Cantonese	Medium	Asian, South Asian or Asian American
562be47d5adca22d4e2bdbeb4f18fe57	text matt wagner with a link to  a random fact i learned today	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
84d2c8e63f8e1ec122129d563878203c	michael where do i place my ipad	23 - 30	male	English	Medium	Black or African American
99d3427b7725b04182a7606a2f12c593	hey facebook trash this video	23 - 30	male	English	Affluent	Black or African American
525013e5e99c03f6fe9e9feef43e6afe	tomorrow will be our friend birthday party	31 - 45	male	English	Low	Black or African American
f4b5c68a81455a763118f6c206e42e41	message babe i'm thinking about you	31 - 45	female	English	Low	Native Hawaiian or Other Pacific Islander
0ae938b39434bb137240a41360a2ffd1	hey facebook please mute all the notifications	31 - 45	female	English	Medium	White
f3b9a9f2f8238cba1059ea7008084287	hey facebook make me available	31 - 45	male	English	Low	White
a38b4a0e5536861f78213db2e86c853a	launch camera and take a picture	18 - 22	male	English	Low	Black or African American
240aa61894a9856887925901905c2fb1	i heard about the news there did you hear about the news here	31 - 45	female	English	Low	Native Hawaiian or Other Pacific Islander
49db4706c304426333aa82cd7e683c32	text brian nice to meet you today what fun activities do you usually engage with	23 - 30	female	Cantonese	Affluent	Asian, South Asian or Asian American
2524cc9219fd4b637ab18cad3ada47be	can you unlike this song for me	31 - 45	male	English	Medium	Black or African American
07ee5337c64dd31116aa049a68e8b1bf	reply to the text i'm so frustrated with this scenario	31 - 45	male	English	Medium	Middle Eastern or North African
90eb0a22bfc4c85f1ff1b21ce4ae5f13	i have an appointment at ten i'll see you by noon text this to mary	31 - 45	female	English	Low	Black or African American
d74d57aba053f37ae46580f636b12d46	search for the album katy perry by teen age dreams	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
274c390854013b507e8d462888257807	what's the duration of the music	31 - 45	male	English	Low	Black or African American
23e310cf90d1c05a33ee6d2680576e3f	hey facebook silence the notification	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
b4e8cb8bc625708128778ea3c1fc43d4	is that a new shirt it looks good on you	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
38588108d6e640ec1d940a02f1bd3ff4	no fine line twenty nineteen by styles album	31 - 45	female	English	Low	White
b7bc125ec0dd2c5cd64b59231d176618	i am heading out of the house now hope you don't forget that we meet tomorrow afternoon	31 - 45	male	English	Low	Black or African American
80d87fb47e61790e9adf151293900d76	search and play me any chris brown song on my spotify playlist	31 - 45	male	English	Medium	Black or African American
69d2d6008d19f4f014e1d362ab4dd78e	reply i'm cooking alfredo can you tell me where the cheese is to becky	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
c73a295ada529908b8190172275d0be1	take a picture with the camera	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
1e41ba3db087a67eae62ed0296607df0	john are you getting closer i'm waiting for you right here	31 - 45	male	English	Medium	Black or African American
a76267bc5f9439a191b251f3d5c95e63	new text message recipient john chyles message hello	31 - 45	male	English	Medium	Asian, South Asian or Asian American
7bddd8781d5adb6dfdeb2fcc17241dfb	hey facebook change my online status to available on whatsapp	31 - 45	female	Indonesian	Medium	Asian, South Asian or Asian American
26adbc2ff18ffd6defacec1a1da78a70	hey assistant text brenda and say once you get to the stop sign take a left go down a couple miles and then on your right you'll see a big sign and take a right and then just go straight and that's where i'm at	18 - 22	male	English	Low	White
d5bcc773c04cdff3ede3b82e47596df3	what's playing what's on the radio right now who sings this song	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
c4a8b5e80f04ca070b75e4102a82ca75	the last concert was fun and also because i share the memories my friends and my family we really enjoyed so much	31 - 45	male	English	Medium	Black or African American
68ec4e01af49f60c26af9770b878c4f5	hey facebook any new messages from group chat	23 - 30	female	English	Low	Black or African American
7a1ed7206bf154b25ec98e0e2c182b51	send message to michael i'm really sorry about your loss	23 - 30	male	English	Low	Black or African American
32b7684162996c4de53526a2a3a588ff	hey facebook there's a lot of ways to share a photo by uploading a photo to your profile or uploading a photo to your album on your facebook and people could see it people could comment it people could like it people could share it there's a lot of things on facebook that you can upload pictures to and you can have your family members friends family anything that's your friends related to you comment it like it love it and share photos	31 - 45	female	Spanish	Low	Native American, American Indian, or Alaska Native
6c68d8059f628e0c5459c6df3afbfb08	hey facebook share janet the video	31 - 45	male	English	Medium	Black or African American
d8a694e29b1a671d62704a9e03e5248c	let's see at the bar	31 - 45	male	English	Medium	Black or African American
33511ceb2f95fe60fadfa55ec8aebc3d	hey facebook stop recording video	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
61d10ee68c0bf99ad67240db31a59424	hey facebook continue playing the music	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
dbb05975af66205e8d3bfe120d1cf240	i was thinking about you thanks for letting me know how well your appointment went i'm so glad	46 - 65	male	English	Medium	White
d07a862790e0af46c20a9ad0d2cb7469	hey facebook i need you to call james	31 - 45	male	English	Medium	Black or African American
16089840525199d01646534718d3f086	hey guys do you guys know what you're going to wear for graduation day	31 - 45	female	English	Medium	Black or African American
214b362d230acdee80ba202a7ca736ad	hey facebook share this photo to all my contacts list	31 - 45	male	English	Medium	Black or African American
f1dba8f3f8103d126cad71c8838dbd51	let's meet by two pm in my office to wrap up our conversation	31 - 45	male	English	Low	Black or African American
d252d859d4d3533e0cf3c62d5735621d	for this recording use a different way you verbally communicate with the style of a home device in the context of wanting to search by artist	31 - 45	male	English	Medium	Hispanic, Latino, or Spanish
cd6ba272b1a53c939e121cb17d7bd25d	let's meet in my office by four pm so we can go casually to the coffee together	31 - 45	male	English	Low	Black or African American
086192c4a96d1f148e61b0a403d11dca	hey facebook i want to be available for everyone	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
5db07b1a6b4c343842304c7b02f265d6	hey facebook turn my online status on to available	23 - 30	female	English	Low	Black or African American
18d6314f2807ba9eb1fc65b0b82f5bb5	tell mom i've been to san francisco it's a nice place and i would like to revisit it in the future	31 - 45	male	English	Affluent	Native American, American Indian, or Alaska Native
aa9a7bd407a41cc82da3b7750e28153a	hey facebook mute all the messages from rockers group	31 - 45	male	English	Affluent	Native American, American Indian, or Alaska Native
1171e5f64224e179cc1e60e65943d96e	hey facebook skip it	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
f85a1ca15964d5a24c4b5609e69b1931	hey facebook play back the the imperial song	31 - 45	male	English	Medium	Black or African American
65919e783ace47caf872f6e29323869e	search nineties hip hop music on pandora	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
379e0e47a1c81feddb324a88223f55c7	hey facebook please share this photo to john	31 - 45	male	English	Low	Black or African American
28d9298c53c89fdd95bd883003581a52	i will be at the doctor at three pm to pick you up	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
58fe6da47ce3485db3910282662dce62	hey facebook react with a heart	31 - 45	female	Korean	Affluent	Asian, South Asian or Asian American
35d3c53e6eb224015d0068f6e8094bcd	search for song titled hustle hard	23 - 30	male	English	Low	Black or African American
